小区名称,类型,区域(行政区),商圈板块,城市,数据来源
泰馨家园公寓,商业,青浦,徐泾,上海,fang.com
新虹桥雅苑商住楼,商业,青浦,徐泾,上海,fang.com
西郊美德苑商住楼,商业,青浦,徐泾,上海,fang.com
新虹桥亚洲花园公寓商住楼,商业,青浦,徐泾,上海,fang.com
城家公寓(徐泾店),商业,青浦,徐泾,上海,fang.com
龙联汽配城公寓,商业,青浦,徐泾,上海,fang.com
泰馨家园商住楼,商业,青浦,徐泾,上海,fang.com
嘉涛湾商住楼,商业,青浦,朱家角,上海,fang.com
九间堂玲珑坊,商业,青浦,朱家角,上海,fang.com
天地健康城商住楼,商业,青浦,朱家角,上海,fang.com
东渡悦都荟,商业,青浦,朱家角,上海,fang.com
东渡悦来城商住楼,商业,青浦,朱家角,上海,fang.com
水都南岸商住楼,商业,青浦,朱家角,上海,fang.com
水都南岸海上公馆(别墅),商业,青浦,朱家角,上海,fang.com
中南朱里雅集商住楼,商业,青浦,朱家角,上海,fang.com
珠里尚院商住楼,商业,青浦,朱家角,上海,fang.com
中环城家公寓,商业,青浦,朱家角,上海,fang.com
时尚谷创意园,商业,青浦,朱家角,上海,fang.com
章堰别墅,商业,青浦,白鹤,上海,fang.com
绿地新瑅香公馆商住楼,商业,青浦,白鹤,上海,fang.com
梅桥街101号,商业,青浦,白鹤,上海,fang.com
绿中海雅庭商住楼,商业,青浦,赵巷,上海,fang.com
龙湖紫都城商住楼,商业,青浦,赵巷,上海,fang.com
绿地新里派克公馆商住楼,商业,青浦,赵巷,上海,fang.com
上海精测半导体商住楼,商业,青浦,赵巷,上海,fang.com
崧泉路1185号,商业,青浦,赵巷,上海,fang.com
新城盛景青年公寓商住楼,商业,青浦,赵巷,上海,fang.com
青浦宝龙城市广场商住楼,商业,青浦,重固,上海,fang.com
重固新世纪商业广场,商业,青浦,重固,上海,fang.com
青浦卓越世纪中心公寓,商业,青浦,青浦城区,上海,fang.com
都汇华庭商住楼,商业,青浦,青浦城区,上海,fang.com
富兴雅苑商住楼,商业,青浦,青浦城区,上海,fang.com
怀盛怡庭商住楼,商业,青浦,青浦城区,上海,fang.com
青浦绿地中心商住楼,商业,青浦,青浦城区,上海,fang.com
祥腾假日风情商业广场,商业,青浦,青浦城区,上海,fang.com
新城忆华里商住楼,商业,青浦,青浦城区,上海,fang.com
新青浦花苑商住楼,商业,青浦,青浦城区,上海,fang.com
旭辉玫瑰湾商住楼,商业,青浦,青浦城区,上海,fang.com
盈湖三岛公寓商住楼,商业,青浦,青浦城区,上海,fang.com
骏豪国际,商业,静安,南京西路,上海,fang.com
嘉发大厦,商业,静安,南京西路,上海,fang.com
达安广场公寓,商业,静安,南京西路,上海,fang.com
九安广场,商业,静安,南京西路,上海,fang.com
嘉发大厦写字楼,写字楼,静安,南京西路,上海,fang.com
威海大楼商住楼,商业,静安,南京西路,上海,fang.com
襄乐大厦,商业,静安,南京西路,上海,fang.com
中邦艾格美国际公寓,商业,静安,南京西路,上海,fang.com
吉羊邨,商业,静安,南京西路,上海,fang.com
上海静安CitiGO欢阁公寓店,商业,静安,南京西路,上海,fang.com
长虹大厦公寓,商业,静安,大宁,上海,fang.com
东方明珠大宁公寓商住楼,商业,静安,大宁,上海,fang.com
惠龙公寓商住楼,商业,静安,大宁,上海,fang.com
建峰大厦,商业,静安,大宁,上海,fang.com
新梅坊写字楼,写字楼,静安,大宁,上海,fang.com
临汾名城商住楼,商业,静安,彭浦,上海,fang.com
嘉里不夜城商住楼,商业,静安,新客站,上海,fang.com
北苑大厦,商业,静安,新客站,上海,fang.com
康吉大厦,商业,静安,新客站,上海,fang.com
林顿大厦写字楼,写字楼,静安,新客站,上海,fang.com
中海万锦城四期商住楼,商业,静安,新客站,上海,fang.com
一天下大厦商住楼,商业,静安,新客站,上海,fang.com
众昌金城大厦,商业,静安,新客站,上海,fang.com
长安大厦,商业,静安,新客站,上海,fang.com
华舟大厦,商业,静安,新客站,上海,fang.com
灵艺大厦,商业,静安,新客站,上海,fang.com
安源商住大楼,商业,静安,新客站,上海,fang.com
宝丰大厦公寓商住楼,商业,静安,新客站,上海,fang.com
长安大厦公寓,商业,静安,新客站,上海,fang.com
共和大厦,商业,静安,新客站,上海,fang.com
华龙酒店式公寓,商业,静安,新客站,上海,fang.com
华盛大楼,商业,静安,新客站,上海,fang.com
恒盛大厦商住楼,商业,静安,新客站,上海,fang.com
金甸大楼,商业,静安,新客站,上海,fang.com
聚龙大厦写字楼,写字楼,静安,新客站,上海,fang.com
聚龙大厦,商业,静安,新客站,上海,fang.com
静安印公馆,商业,静安,新客站,上海,fang.com
凯鹏国际大厦,商业,静安,新客站,上海,fang.com
凯旋门大厦公寓,商业,静安,新客站,上海,fang.com
昆泰大厦公寓商住楼,商业,静安,新客站,上海,fang.com
凯旋门大厦商住楼,商业,静安,新客站,上海,fang.com
绿地大厦,商业,静安,新客站,上海,fang.com
灵广大厦,商业,静安,新客站,上海,fang.com
企业公馆商住楼,商业,静安,新客站,上海,fang.com
天目大楼写字楼,写字楼,静安,新客站,上海,fang.com
天目大楼商住楼,商业,静安,新客站,上海,fang.com
五月花都荟贤居写字楼,写字楼,静安,新客站,上海,fang.com
永兴小马路小区商住楼,商业,静安,新客站,上海,fang.com
展望大厦,商业,静安,新客站,上海,fang.com
中房华东大厦商住楼,商业,静安,新客站,上海,fang.com
城家公寓(苏河一号店),商业,静安,新客站,上海,fang.com
城家公寓(中兴路店),商业,静安,新客站,上海,fang.com
盛政白领公寓,商业,静安,新客站,上海,fang.com
蓝朝部落,商业,静安,曹家渡,上海,fang.com
恒森广场,商业,静安,曹家渡,上海,fang.com
新平公寓,商业,静安,曹家渡,上海,fang.com
胶州大厦,商业,静安,曹家渡,上海,fang.com
昌平路1005号小区,商业,静安,曹家渡,上海,fang.com
君子兰商务楼,商业,静安,曹家渡,上海,fang.com
金融街静安中心写字楼,写字楼,静安,曹家渡,上海,fang.com
胶州酒店式公寓,商业,静安,曹家渡,上海,fang.com
美森公馆,商业,静安,曹家渡,上海,fang.com
同济佳苑商住楼,商业,静安,曹家渡,上海,fang.com
鑫和大厦WOHO商务先锋,商业,静安,曹家渡,上海,fang.com
新平公寓写字楼,写字楼,静安,曹家渡,上海,fang.com
延平大厦写字楼,写字楼,静安,曹家渡,上海,fang.com
怡沣大厦,商业,静安,曹家渡,上海,fang.com
城家公寓(曹家渡店),商业,静安,曹家渡,上海,fang.com
中铁中环时代广场商住楼,商业,静安,永和,上海,fang.com
中环V领地,商业,静安,永和,上海,fang.com
静安紫苑,商业,静安,江宁路,上海,fang.com
福安大厦,商业,静安,江宁路,上海,fang.com
和一大厦,商业,静安,江宁路,上海,fang.com
静安新格,商业,静安,江宁路,上海,fang.com
申银发展大厦商住楼,商业,静安,江宁路,上海,fang.com
博鸿大厦商住楼,商业,静安,江宁路,上海,fang.com
德安大厦,商业,静安,江宁路,上海,fang.com
德安大厦公寓,商业,静安,江宁路,上海,fang.com
富容大厦,商业,静安,江宁路,上海,fang.com
达安大厦公寓,商业,静安,江宁路,上海,fang.com
富容大厦写字楼,写字楼,静安,江宁路,上海,fang.com
福安大厦商住楼,商业,静安,江宁路,上海,fang.com
恒丰大楼写字楼,写字楼,静安,江宁路,上海,fang.com
纪明广场,商业,静安,江宁路,上海,fang.com
静安紫苑写字楼,写字楼,静安,江宁路,上海,fang.com
康定大厦写字楼,写字楼,静安,江宁路,上海,fang.com
康海大楼办公,商业,静安,江宁路,上海,fang.com
梅山大楼写字楼,写字楼,静安,江宁路,上海,fang.com
内外联公寓,商业,静安,江宁路,上海,fang.com
平安大厦,商业,静安,江宁路,上海,fang.com
平安大厦公寓商住楼,商业,静安,江宁路,上海,fang.com
华侨城苏河湾行政公馆,商业,静安,西藏北路,上海,fang.com
宝格丽公寓,商业,静安,西藏北路,上海,fang.com
宝通路239弄小区商住楼,商业,静安,西藏北路,上海,fang.com
白马大厦商住楼,商业,静安,西藏北路,上海,fang.com
宝格丽酒店公寓,商业,静安,西藏北路,上海,fang.com
长征大厦公寓,商业,静安,西藏北路,上海,fang.com
东新大厦(闸北),商业,静安,西藏北路,上海,fang.com
蒙特利名都城商住楼,商业,静安,西藏北路,上海,fang.com
七浦公寓,商业,静安,西藏北路,上海,fang.com
申航大厦,商业,静安,西藏北路,上海,fang.com
永兴富邦,商业,静安,西藏北路,上海,fang.com
志园公寓商住楼,商业,静安,西藏北路,上海,fang.com
中宝大厦商住楼,商业,静安,西藏北路,上海,fang.com
金赢108创意广场,商业,静安,闸北公园,上海,fang.com
和源大楼,商业,静安,闸北公园,上海,fang.com
嘉利明珠商务楼,商业,静安,闸北公园,上海,fang.com
时代鑫都,商业,静安,闸北公园,上海,fang.com
C9连锁公寓闸北店,商业,静安,闸北公园,上海,fang.com
城家公寓(中山北路地铁站店),商业,静安,闸北公园,上海,fang.com
明珠公寓,商业,静安,闸北公园,上海,fang.com
灵石LOFT公寓,商业,静安,阳城,上海,fang.com
爱丽轩,商业,静安,静安寺,上海,fang.com
国际丽都公馆,商业,静安,静安寺,上海,fang.com
胶州大楼写字楼,写字楼,静安,静安寺,上海,fang.com
美丽园大厦商住楼,商业,静安,静安寺,上海,fang.com
世纪时空大厦商住楼,商业,静安,静安寺,上海,fang.com
欣安大厦商住楼,商业,静安,静安寺,上海,fang.com
御华山,商业,静安,静安寺,上海,fang.com
Base滨江商住楼,商业,黄浦,世博滨江,上海,fang.com
Office2010丽都大厦,商业,黄浦,五里桥,上海,fang.com
汇景天地行政御所,商业,黄浦,五里桥,上海,fang.com
人才大厦商住楼,商业,黄浦,五里桥,上海,fang.com
伊时代商住楼,商业,黄浦,五里桥,上海,fang.com
重矿大厦,商业,黄浦,五里桥,上海,fang.com
长新大楼公寓,商业,黄浦,人民广场,上海,fang.com
长新大楼,商业,黄浦,人民广场,上海,fang.com
长发大厦公寓,商业,黄浦,人民广场,上海,fang.com
明天广场,商业,黄浦,人民广场,上海,fang.com
怡水豪庭,商业,黄浦,南京东路,上海,fang.com
中福大厦商住楼,商业,黄浦,南京东路,上海,fang.com
东新大厦商住楼,商业,黄浦,南京东路,上海,fang.com
福州大楼写字楼,写字楼,黄浦,南京东路,上海,fang.com
中怡公寓写字楼,写字楼,黄浦,南京东路,上海,fang.com
中福世福汇商住楼,商业,黄浦,南京东路,上海,fang.com
北方大厦公寓,商业,黄浦,打浦桥,上海,fang.com
天歌大厦公寓,商业,黄浦,打浦桥,上海,fang.com
海华大厦写字楼,写字楼,黄浦,打浦桥,上海,fang.com
建国大厦写字楼,写字楼,黄浦,打浦桥,上海,fang.com
建国路一号公馆,商业,黄浦,打浦桥,上海,fang.com
江南造船大厦商住楼,商业,黄浦,打浦桥,上海,fang.com
联兴大厦,商业,黄浦,打浦桥,上海,fang.com
卢湾68商住楼,商业,黄浦,打浦桥,上海,fang.com
日月光中心,商业,黄浦,打浦桥,上海,fang.com
日月光伯爵居商住楼,商业,黄浦,打浦桥,上海,fang.com
海佳大厦,商业,黄浦,新天地,上海,fang.com
茂名大厦,商业,黄浦,新天地,上海,fang.com
国际广场公寓,商业,黄浦,新天地,上海,fang.com
嘉嘉大楼(办公),商业,黄浦,新天地,上海,fang.com
蒙自园商住楼,商业,黄浦,新天地,上海,fang.com
阳平商务楼,商业,黄浦,新天地,上海,fang.com
巴卡拉,商业,黄浦,淮海中路,上海,fang.com
城市一品苑,商业,黄浦,淮海中路,上海,fang.com
达安广场,商业,黄浦,淮海中路,上海,fang.com
锦麟天地,商业,黄浦,淮海中路,上海,fang.com
巨鹿路360号小区商住楼,商业,黄浦,淮海中路,上海,fang.com
济南路9号小区,商业,黄浦,淮海中路,上海,fang.com
泰山公寓,商业,黄浦,淮海中路,上海,fang.com
香港广场(北座),商业,黄浦,淮海中路,上海,fang.com
雁荡大厦,商业,黄浦,淮海中路,上海,fang.com
太古豪庭,商业,黄浦,老西门,上海,fang.com
安基大厦商住楼,商业,黄浦,老西门,上海,fang.com
宝利金新世纪大厦,商业,黄浦,老西门,上海,fang.com
朝阳大厦,商业,黄浦,老西门,上海,fang.com
东波大厦,商业,黄浦,老西门,上海,fang.com
佳城大厦,商业,黄浦,老西门,上海,fang.com
六角大楼写字楼,写字楼,黄浦,老西门,上海,fang.com
蓬莱花苑商住楼,商业,黄浦,老西门,上海,fang.com
永惠大厦商住楼,商业,黄浦,老西门,上海,fang.com
俞家弄58号小区,商业,黄浦,老西门,上海,fang.com
群英荟,商业,黄浦,董家渡,上海,fang.com
绿地外滩中心写字楼商住楼,写字楼,黄浦,董家渡,上海,fang.com
三角大楼商住楼,商业,黄浦,董家渡,上海,fang.com
南陆大厦,商业,黄浦,蓬莱公园,上海,fang.com
独立时代,商业,黄浦,蓬莱公园,上海,fang.com
黄浦新苑商务楼,商业,黄浦,蓬莱公园,上海,fang.com
城信大厦,商业,黄浦,蓬莱公园,上海,fang.com
海康大厦,商业,黄浦,蓬莱公园,上海,fang.com
丽园公寓,商业,黄浦,蓬莱公园,上海,fang.com
南国大厦写字楼,写字楼,黄浦,蓬莱公园,上海,fang.com
赛元大厦写字楼,写字楼,黄浦,蓬莱公园,上海,fang.com
万事利大厦商住楼,商业,黄浦,蓬莱公园,上海,fang.com
协作大厦写字楼,写字楼,黄浦,蓬莱公园,上海,fang.com
协作大厦商住楼,商业,黄浦,蓬莱公园,上海,fang.com
黄浦东业大厦,商业,黄浦,豫园,上海,fang.com
圣莲大厦写字楼,写字楼,黄浦,豫园,上海,fang.com
南康公寓,商业,黄浦,黄浦滨江,上海,fang.com
中山大楼,商业,黄浦,黄浦滨江,上海,fang.com
怡佳名苑,商业,余姚,世纪路,宁波,fang.com
金鼎豪庭,商业,余姚,余姚其他,宁波,fang.com
启明星座商住楼,商业,余姚,余姚其他,宁波,fang.com
小塘花园,商业,余姚,余姚其他,宁波,fang.com
君怡佳园,商业,余姚,余姚城区,宁波,fang.com
江南新城西区,商业,余姚,余姚城区,宁波,fang.com
绿地悦山府商住楼,商业,余姚,余姚城区,宁波,fang.com
兰墅公寓一期,商业,余姚,余姚城区,宁波,fang.com
兰江花园,商业,余姚,余姚城区,宁波,fang.com
鲤鱼山庄,商业,余姚,余姚城区,宁波,fang.com
兰墅公寓二期,商业,余姚,余姚城区,宁波,fang.com
秘图山公寓南区,商业,余姚,余姚城区,宁波,fang.com
秘图山公寓北区,商业,余姚,余姚城区,宁波,fang.com
南雷公寓,商业,余姚,余姚城区,宁波,fang.com
浦东公寓,商业,余姚,余姚城区,宁波,fang.com
舜大涌金湾,商业,余姚,余姚城区,宁波,fang.com
舜北新村,商业,余姚,余姚城区,宁波,fang.com
山西新村,商业,余姚,余姚城区,宁波,fang.com
上菱新村,商业,余姚,余姚城区,宁波,fang.com
三江口新村,商业,余姚,余姚城区,宁波,fang.com
赛格特花园,商业,余姚,余姚城区,宁波,fang.com
四明公寓东区,商业,余姚,余姚城区,宁波,fang.com
四季东城,商业,余姚,余姚城区,宁波,fang.com
舜南新村,商业,余姚,余姚城区,宁波,fang.com
世纪名苑,商业,余姚,余姚城区,宁波,fang.com
望江家园,商业,余姚,余姚城区,宁波,fang.com
文昌名苑,商业,余姚,余姚城区,宁波,fang.com
万丰苑,商业,余姚,余姚城区,宁波,fang.com
下菱新村,商业,余姚,余姚城区,宁波,fang.com
学弄小区东区,商业,余姚,余姚城区,宁波,fang.com
新都花园,商业,余姚,余姚城区,宁波,fang.com
新城市花园,商业,余姚,余姚城区,宁波,fang.com
宪卿第公寓,商业,余姚,余姚城区,宁波,fang.com
伊顿国际商住楼,商业,余姚,余姚城区,宁波,fang.com
阳明公寓西区,商业,余姚,余姚城区,宁波,fang.com
阳明公寓东区,商业,余姚,余姚城区,宁波,fang.com
中央公馆商住楼,商业,余姚,余姚城区,宁波,fang.com
佳汇景苑,商业,余姚,俞家桥路,宁波,fang.com
郭相桥村商住楼,商业,余姚,兰江,宁波,fang.com
耘林生命公寓·吾乐雅苑,商业,余姚,城东路星光路与冶,宁波,fang.com
兰馨苑,商业,余姚,谭家岭西路,宁波,fang.com
金色阳光,商业,余姚,金川西路,宁波,fang.com
明珠商厦,商业,北仑,北仑,宁波,fang.com
华丽家园,商业,北仑,北仑其他,宁波,fang.com
海畔云城商住楼,商业,北仑,北仑其他,宁波,fang.com
领豪鑫座,商业,北仑,北仑其他,宁波,fang.com
万年卡美丽亚商住楼,商业,北仑,北仑其他,宁波,fang.com
博地影秀城,商业,北仑,大凑,宁波,fang.com
金色海湾,商业,北仑,大榭街镇,宁波,fang.com
山海华庭,商业,北仑,大榭街镇,宁波,fang.com
东一时区,商业,北仑,大碶镇,宁波,fang.com
黄金海岸五期,商业,北仑,大碶镇,宁波,fang.com
摩根国际公寓,商业,北仑,大碶镇,宁波,fang.com
悦公馆,商业,北仑,大碶镇,宁波,fang.com
凤凰国际广场,商业,北仑,大碶镇,宁波,fang.com
好时光,商业,北仑,大碶镇,宁波,fang.com
三江口小区,商业,北仑,大碶镇,宁波,fang.com
天兴嘉园,商业,北仑,大碶镇,宁波,fang.com
丁山华庭(商住楼),商业,北仑,大碶镇,宁波,fang.com
君临北仑国际商业中心,商业,北仑,大碶镇,宁波,fang.com
凤凰国际公寓,商业,北仑,大碶镇,宁波,fang.com
华恒公寓,商业,北仑,大碶镇,宁波,fang.com
酷派公寓,商业,北仑,大碶镇,宁波,fang.com
蓝海,商业,北仑,大碶镇,宁波,fang.com
三江茗楼,商业,北仑,大碶镇,宁波,fang.com
天兴嘉园(商住楼),商业,北仑,大碶镇,宁波,fang.com
万兴公寓,商业,北仑,大碶镇,宁波,fang.com
雄镇家园商住楼,商业,北仑,大碶镇,宁波,fang.com
新锋商务楼,商业,北仑,大碶镇,宁波,fang.com
优居精品公寓,商业,北仑,大碶镇,宁波,fang.com
甬晨大厦,商业,北仑,小港镇,宁波,fang.com
海悦国际公寓商住楼,商业,北仑,小港镇,宁波,fang.com
皇冠大厦,商业,北仑,小港镇,宁波,fang.com
锦港公寓,商业,北仑,小港镇,宁波,fang.com
伦敦楼,商业,北仑,小港镇,宁波,fang.com
万兴茗苑,商业,北仑,小港镇,宁波,fang.com
一品江南,商业,北仑,小港镇,宁波,fang.com
优客公寓,商业,北仑,小港镇,宁波,fang.com
京华茗苑二期,商业,北仑,新碶镇,宁波,fang.com
好望角大厦,商业,北仑,新碶镇,宁波,fang.com
太平洋时代中心,商业,北仑,新碶镇,宁波,fang.com
金城公寓,商业,北仑,新碶镇,宁波,fang.com
新世纪东方花园,商业,北仑,新碶镇,宁波,fang.com
东方名都,商业,北仑,新碶镇,宁波,fang.com
二轻大厦商住楼,商业,北仑,新碶镇,宁波,fang.com
繁佳公寓,商业,北仑,新碶镇,宁波,fang.com
港湾人家商住楼,商业,北仑,新碶镇,宁波,fang.com
惠金佳园商住楼,商业,北仑,新碶镇,宁波,fang.com
华山路278号楼,商业,北仑,新碶镇,宁波,fang.com
金贸大厦,商业,北仑,新碶镇,宁波,fang.com
建行路小区,商业,北仑,新碶镇,宁波,fang.com
明州路146号小区,商业,北仑,新碶镇,宁波,fang.com
柠檬公寓,商业,北仑,新碶镇,宁波,fang.com
思加好旺角,商业,北仑,新碶镇,宁波,fang.com
时代先锋公寓,商业,北仑,新碶镇,宁波,fang.com
新光花园,商业,北仑,新碶镇,宁波,fang.com
新大路17号小区,商业,北仑,新碶镇,宁波,fang.com
镇小路5号商住楼,商业,北仑,新碶镇,宁波,fang.com
龙湖舜海府(商住楼),商业,北仑,春晓,宁波,fang.com
宝业凤鸣壹号,商业,北仑,霞浦,宁波,fang.com
绿城·通山未来社区商住楼,商业,北仑,霞浦街道规划淮河,宁波,fang.com
隆尚府邸,商业,奉化,天伦广场,宁波,fang.com
明化小区,商业,奉化,奉化其他,宁波,fang.com
青藤和园,商业,奉化,奉化其他,宁波,fang.com
禧悦风华中心,商业,奉化,奉化其他,宁波,fang.com
绿城长汀云庐,商业,奉化,奉化城区,宁波,fang.com
银泰城泰悦公馆,商业,奉化,奉化城区,宁波,fang.com
冠城国际,商业,奉化,奉化城区,宁波,fang.com
梅里达国际购物村,商业,奉化,奉化城区,宁波,fang.com
武岭花园,商业,奉化,奉化城区,宁波,fang.com
云山新语(商住楼),商业,奉化,奉化城区,宁波,fang.com
绿都小区,商业,奉化,岳林,宁波,fang.com
朔园(商住楼),商业,奉化,岳林,宁波,fang.com
玖达盛鼎,商业,奉化,岳林,宁波,fang.com
龙宸璟庭(商住楼),商业,奉化,岳林,宁波,fang.com
力邦广场(商住楼),商业,奉化,岳林,宁波,fang.com
时代望府,商业,奉化,岳林,宁波,fang.com
万璟华府,商业,奉化,岳林,宁波,fang.com
东峰路69号厂房,商业,奉化,惠中商城,宁波,fang.com
四明东路19号楼,商业,奉化,惠中商城,宁波,fang.com
岳林公寓,商业,奉化,惠中商城,宁波,fang.com
塔山小区,商业,奉化,江口,宁波,fang.com
新浦小区,商业,奉化,江口,宁波,fang.com
南山北路16号楼,商业,奉化,锦屏,宁波,fang.com
坦坑家园,商业,宁海,兴海中路,宁波,fang.com
星耀城商住楼,商业,宁海,天明西路与西环线,宁波,fang.com
尚都城奥特莱斯,商业,宁海,宁海大厦,宁波,fang.com
花开汶溪院,商业,宁海,桥头胡街道双林村,宁波,fang.com
西子国际广场,商业,宁海,梅林,宁波,fang.com
海锦苑,商业,宁海,跃龙,宁波,fang.com
环城北路2号楼,商业,宁海,跃龙,宁波,fang.com
宁海西子国际广场,商业,宁海,跃龙,宁波,fang.com
人民大道25-41号楼,商业,宁海,跃龙,宁波,fang.com
人民大道128号商住楼,商业,宁海,跃龙,宁波,fang.com
桃源中路98-100号楼,商业,宁海,跃龙,宁波,fang.com
兴宁中路120号楼,商业,宁海,跃龙,宁波,fang.com
兴宁南路420号楼,商业,宁海,跃龙,宁波,fang.com
兴宁中路282号楼,商业,宁海,跃龙,宁波,fang.com
银海嘉园,商业,宁海,跃龙,宁波,fang.com
正学公寓,商业,宁海,跃龙,宁波,fang.com
正学路46号小区,商业,宁海,跃龙,宁波,fang.com
紫溪名苑,商业,宁海,跃龙,宁波,fang.com
宁兴家园,商业,慈溪,北二环中路,宁波,fang.com
大观璟园商住楼,商业,慈溪,宗汉,宁波,fang.com
康鑫城商住楼,商业,慈溪,宗汉,宁波,fang.com
鸣北小区,商业,慈溪,宗汉,宁波,fang.com
鸣山新村,商业,慈溪,宗汉,宁波,fang.com
尚源佳苑,商业,慈溪,宗汉,宁波,fang.com
中梁泊景庭,商业,慈溪,宗汉,宁波,fang.com
嘉润国际广场,商业,慈溪,慈溪,宁波,fang.com
冠城晶典商住楼,商业,慈溪,慈溪其他,宁波,fang.com
慈溪中央大厦,商业,慈溪,慈溪城区,宁波,fang.com
碧海星辰商住楼,商业,慈溪,慈溪城区,宁波,fang.com
波斯曼酒店公寓,商业,慈溪,慈溪城区,宁波,fang.com
慈溪一品空间,商业,慈溪,慈溪城区,宁波,fang.com
慈溪财富中心,商业,慈溪,慈溪城区,宁波,fang.com
慈溪联盛广场,商业,慈溪,慈溪城区,宁波,fang.com
东瑞大厦,商业,慈溪,慈溪城区,宁波,fang.com
梵石壹方大厦,商业,慈溪,慈溪城区,宁波,fang.com
恒威育才国际社区商住楼,商业,慈溪,慈溪城区,宁波,fang.com
和润公寓,商业,慈溪,慈溪城区,宁波,fang.com
嘉丽慈溪环球中心,商业,慈溪,慈溪城区,宁波,fang.com
吉祥新村一区,商业,慈溪,慈溪城区,宁波,fang.com
吉祥新村三区,商业,慈溪,慈溪城区,宁波,fang.com
金星花园,商业,慈溪,慈溪城区,宁波,fang.com
金山新村东区,商业,慈溪,慈溪城区,宁波,fang.com
金山新村北区,商业,慈溪,慈溪城区,宁波,fang.com
金山南区,商业,慈溪,慈溪城区,宁波,fang.com
金东北苑,商业,慈溪,慈溪城区,宁波,fang.com
界牌新村,商业,慈溪,慈溪城区,宁波,fang.com
金棉小区,商业,慈溪,慈溪城区,宁波,fang.com
嘉和名苑北区,商业,慈溪,慈溪城区,宁波,fang.com
嘉和名苑南区,商业,慈溪,慈溪城区,宁波,fang.com
楼家新村,商业,慈溪,慈溪城区,宁波,fang.com
隆兴家园,商业,慈溪,慈溪城区,宁波,fang.com
玲珑小区,商业,慈溪,慈溪城区,宁波,fang.com
丽都苑,商业,慈溪,慈溪城区,宁波,fang.com
牡丹公寓,商业,慈溪,慈溪城区,宁波,fang.com
茅家小区,商业,慈溪,慈溪城区,宁波,fang.com
美邦商务楼,商业,慈溪,慈溪城区,宁波,fang.com
齐欣苑,商业,慈溪,慈溪城区,宁波,fang.com
孙塘新村,商业,慈溪,慈溪城区,宁波,fang.com
水门村工贸大楼商住楼,商业,慈溪,慈溪城区,宁波,fang.com
童家新村,商业,慈溪,慈溪城区,宁波,fang.com
文鼎星苑,商业,慈溪,慈溪城区,宁波,fang.com
万江华庭,商业,慈溪,慈溪城区,宁波,fang.com
望江苑,商业,慈溪,慈溪城区,宁波,fang.com
香格国际广场商住楼,商业,慈溪,慈溪城区,宁波,fang.com
西门新村,商业,慈溪,慈溪城区,宁波,fang.com
橡树湾,商业,慈溪,慈溪城区,宁波,fang.com
新潮塘南苑,商业,慈溪,慈溪城区,宁波,fang.com
昀都公寓,商业,慈溪,慈溪城区,宁波,fang.com
壹公馆,商业,慈溪,慈溪城区,宁波,fang.com
峙山庄园商住楼,商业,慈溪,慈溪城区,宁波,fang.com
中海湖心半岛商业商住楼,商业,慈溪,慈溪城区,宁波,fang.com
宁兴掌尚名筑,商业,慈溪,掌起,宁波,fang.com
蓝光雍锦湾商住楼,商业,慈溪,杭州湾,宁波,fang.com
融创杭州湾壹号商住楼,商业,慈溪,杭州湾,宁波,fang.com
世外旭辉城商住楼,商业,慈溪,杭州湾,宁波,fang.com
康桥风尚,商业,江北,双东坊,宁波,fang.com
怡江小区,商业,江北,孔浦,宁波,fang.com
华业街36号楼,商业,江北,孔浦,宁波,fang.com
港埠三区商住楼,商业,江北,孔浦,宁波,fang.com
绿梅社区,商业,江北,孔浦,宁波,fang.com
甬江一品,商业,江北,宁波文创港,宁波,fang.com
文创甬江城(住宅)商住楼,住宅,江北,宁波文创港,宁波,fang.com
天合财汇中心,商业,江北,庄桥,宁波,fang.com
金领公寓,商业,江北,庄桥,宁波,fang.com
新地曙光园,商业,江北,庄桥,宁波,fang.com
爱情SOHO,商业,江北,庄桥,宁波,fang.com
格宁精品公寓,商业,江北,庄桥,宁波,fang.com
孔家金苑,商业,江北,庄桥,宁波,fang.com
康庄南路501号公寓,商业,江北,庄桥,宁波,fang.com
宁波宝龙天地,商业,江北,庄桥,宁波,fang.com
御公馆,商业,江北,庄桥,宁波,fang.com
走马街广场,商业,江北,慈城,宁波,fang.com
慈水心境里商住楼,商业,江北,慈城,宁波,fang.com
星湖湾(商住楼),商业,江北,日湖公园,宁波,fang.com
1872花园坊,商业,江北,日湖公园,宁波,fang.com
金隅大成时代,商业,江北,日湖公园,宁波,fang.com
1872花园坊(重复),商业,江北,日湖公园,宁波,fang.com
百骏中心商住楼,商业,江北,日湖公园,宁波,fang.com
大闸社区(商住楼),商业,江北,日湖公园,宁波,fang.com
天境花园,商业,江北,日湖公园,宁波,fang.com
中国铁建花语江湾商住楼,商业,江北,日湖公园,宁波,fang.com
中国湾头·星湖湾商住楼,商业,江北,日湖公园,宁波,fang.com
来福士公寓,商业,江北,来福士,宁波,fang.com
中海·逸江源境丨逸江汇商住楼,商业,江北,来福士,宁波,fang.com
江北万达公寓,商业,江北,江北万达,宁波,fang.com
万科滨悦中心,商业,江北,江北其他,宁波,fang.com
轨交绿城·滨河沁月商住楼,商业,江北,江北北区,宁波,fang.com
朗诗清澄,商业,江北,洪塘,宁波,fang.com
TOD·春风云筑,商业,江北,洪塘,宁波,fang.com
