小区名称,类型,区域(行政区),商圈板块,城市,数据来源
怡江新村,住宅,江北,孔浦,宁波,fang.com
红梅新村,住宅,江北,孔浦,宁波,fang.com
绿梅新村,住宅,江北,孔浦,宁波,fang.com
中轻花园,住宅,江北,孔浦,宁波,fang.com
德华花苑,住宅,江北,孔浦,宁波,fang.com
华业大厦,住宅,江北,孔浦,宁波,fang.com
德信新中宇·文辰府,住宅,江北,孔浦,宁波,fang.com
文创甬江城(住宅),住宅,江北,宁波文创港,宁波,fang.com
雅戈尔新长岛,住宅,江北,庄桥,宁波,fang.com
天水家园,住宅,江北,庄桥,宁波,fang.com
中海枫桥里,住宅,江北,庄桥,宁波,fang.com
宝辉尚城北区,住宅,江北,庄桥,宁波,fang.com
雅戈尔长岛花园,住宅,江北,庄桥,宁波,fang.com
甬樾湾,住宅,江北,庄桥,宁波,fang.com
三江观邸,住宅,江北,庄桥,宁波,fang.com
天成家园,住宅,江北,庄桥,宁波,fang.com
天沁家园,住宅,江北,庄桥,宁波,fang.com
天合家园,住宅,江北,庄桥,宁波,fang.com
世茂天慧,住宅,江北,庄桥,宁波,fang.com
水尚阑珊,住宅,江北,庄桥,宁波,fang.com
东方公馆,住宅,江北,庄桥,宁波,fang.com
招商蛇口·璀璨天鑫,住宅,江北,庄桥,宁波,fang.com
祥生金麟府,住宅,江北,庄桥,宁波,fang.com
天悦家园,住宅,江北,庄桥,宁波,fang.com
宝丰茗苑,住宅,江北,庄桥,宁波,fang.com
应嘉丽园,住宅,江北,庄桥,宁波,fang.com
宝龙天地,住宅,江北,庄桥,宁波,fang.com
邵余华庭,住宅,江北,庄桥,宁波,fang.com
和宁府,住宅,江北,庄桥,宁波,fang.com
胡宿联庭,住宅,江北,庄桥,宁波,fang.com
新星都市,住宅,江北,庄桥,宁波,fang.com
李渡湾,住宅,江北,庄桥,宁波,fang.com
银亿钰鼎园,住宅,江北,庄桥,宁波,fang.com
铂悦府,住宅,江北,庄桥,宁波,fang.com
宝丽茗苑,住宅,江北,庄桥,宁波,fang.com
丽庄西苑,住宅,江北,庄桥,宁波,fang.com
祥生光明金麟府,住宅,江北,庄桥,宁波,fang.com
中体sports城,住宅,江北,庄桥,宁波,fang.com
宝辉尚城南区,住宅,江北,庄桥,宁波,fang.com
康丽花园,住宅,江北,庄桥,宁波,fang.com
灵山嘉苑,住宅,江北,庄桥,宁波,fang.com
晴楠东苑,住宅,江北,庄桥,宁波,fang.com
天成家园三期,住宅,江北,庄桥,宁波,fang.com
樟韵人家,住宅,江北,庄桥,宁波,fang.com
庄桥大街,住宅,江北,庄桥,宁波,fang.com
和诚家园,住宅,江北,庄桥,宁波,fang.com
孔家春秋,住宅,江北,庄桥,宁波,fang.com
维拉小镇,住宅,江北,慈城,宁波,fang.com
富力御官山,住宅,江北,慈城,宁波,fang.com
万科云谷,住宅,江北,慈城,宁波,fang.com
绿地新都会,住宅,江北,慈城,宁波,fang.com
万科云鹭湾,住宅,江北,慈城,宁波,fang.com
中旅宁宸院,住宅,江北,慈城,宁波,fang.com
慈湖人家(东区),住宅,江北,慈城,宁波,fang.com
古城新境,住宅,江北,慈城,宁波,fang.com
敏捷·云玥星著,住宅,江北,慈城,宁波,fang.com
慈湖人家,住宅,江北,慈城,宁波,fang.com
绿地碧湖国际,住宅,江北,慈城,宁波,fang.com
万科滨悦中心,住宅,江北,慈城,宁波,fang.com
悦山湖,住宅,江北,慈城,宁波,fang.com
湖山一品,住宅,江北,慈城,宁波,fang.com
万科云汇中心,住宅,江北,慈城,宁波,fang.com
庆丰府,住宅,江北,慈城,宁波,fang.com
万科坤和·湛蓝云镜,住宅,江北,慈城,宁波,fang.com
枫林湾,住宅,江北,慈城,宁波,fang.com
宁波·湖光天樾,住宅,江北,慈城,宁波,fang.com
天慈良园,住宅,江北,慈城,宁波,fang.com
香树湾,住宅,江北,慈城,宁波,fang.com
新希望映辰府,住宅,江北,慈城,宁波,fang.com
久誉慈郡,住宅,江北,慈城,宁波,fang.com
官山望花苑,住宅,江北,慈城,宁波,fang.com
慈浦里,住宅,江北,慈城,宁波,fang.com
湖心别院,住宅,江北,慈城,宁波,fang.com
美的慈宸府,住宅,江北,慈城,宁波,fang.com
民族路小区,住宅,江北,慈城,宁波,fang.com
民族路8弄,住宅,江北,慈城,宁波,fang.com
新海景花园,住宅,江北,文教,宁波,fang.com
东方威尼斯,住宅,江北,文教,宁波,fang.com
育才家园,住宅,江北,文教,宁波,fang.com
国泰花园,住宅,江北,文教,宁波,fang.com
荣安姚江晴雪,住宅,江北,文教,宁波,fang.com
范江岸38弄小区,住宅,江北,文教,宁波,fang.com
永丰天第,住宅,江北,文教,宁波,fang.com
万象华府二期,住宅,江北,日湖公园,宁波,fang.com
中国铁建青秀澜湾,住宅,江北,日湖公园,宁波,fang.com
北岸琴森,住宅,江北,日湖公园,宁波,fang.com
建发·养云,住宅,江北,日湖公园,宁波,fang.com
雅戈尔新湖景花苑,住宅,江北,日湖公园,宁波,fang.com
中国湾头·星湖湾,住宅,江北,日湖公园,宁波,fang.com
雅戈尔湖景花园,住宅,江北,日湖公园,宁波,fang.com
中国铁建花语江湾,住宅,江北,日湖公园,宁波,fang.com
公园1872,住宅,江北,日湖公园,宁波,fang.com
中旅名门府,住宅,江北,日湖公园,宁波,fang.com
三水湾,住宅,江北,日湖公园,宁波,fang.com
君湾中心,住宅,江北,日湖公园,宁波,fang.com
万象华府,住宅,江北,日湖公园,宁波,fang.com
日湖花园,住宅,江北,日湖公园,宁波,fang.com
滨湖晴园,住宅,江北,日湖公园,宁波,fang.com
世茂首府,住宅,江北,日湖公园,宁波,fang.com
西岸1872,住宅,江北,日湖公园,宁波,fang.com
桃源小区,住宅,江北,日湖公园,宁波,fang.com
大闸小区,住宅,江北,日湖公园,宁波,fang.com
锦绣江花,住宅,江北,日湖公园,宁波,fang.com
复地江城国际,住宅,江北,日湖公园,宁波,fang.com
日湖琴云,住宅,江北,日湖公园,宁波,fang.com
日湖家园,住宅,江北,日湖公园,宁波,fang.com
百骏中心,住宅,江北,日湖公园,宁波,fang.com
中海·逸江源境丨逸江汇,住宅,江北,来福士,宁波,fang.com
万科槐树路256号,住宅,江北,来福士,宁波,fang.com
凯德汇豪天下,住宅,江北,来福士,宁波,fang.com
槐树小区,住宅,江北,来福士,宁波,fang.com
维科望江府,住宅,江北,江北万达,宁波,fang.com
雅戈尔铂翠湾,住宅,江北,江北万达,宁波,fang.com
云江府,住宅,江北,江北其他,宁波,fang.com
滨悦华庭,住宅,江北,江北其他,宁波,fang.com
花屿湖郡,住宅,江北,江北其他,宁波,fang.com
龙湖双珑原著,住宅,江北,江北其他,宁波,fang.com
保利·朗玥旭章,住宅,江北,江北北区,宁波,fang.com
轨交绿城·滨河沁月,住宅,江北,江北北区,宁波,fang.com
中海·富华里,住宅,江北,江北北区,宁波,fang.com
湖畔樾山,住宅,江北,江北北区,宁波,fang.com
江望晴雨里,住宅,江北,洪塘,宁波,fang.com
中旅城(星旅城),住宅,江北,洪塘,宁波,fang.com
云水湾,住宅,江北,洪塘,宁波,fang.com
宁江府(北区),住宅,江北,洪塘,宁波,fang.com
姚江金茂府,住宅,江北,洪塘,宁波,fang.com
江来上府,住宅,江北,洪塘,宁波,fang.com
中房未来盛园,住宅,江北,洪塘,宁波,fang.com
绿地海外滩,住宅,江北,洪塘,宁波,fang.com
亲亲家园,住宅,江北,洪塘,宁波,fang.com
广厦怡庭,住宅,江北,洪塘,宁波,fang.com
姚玖湾,住宅,江北,洪塘,宁波,fang.com
奥林80,住宅,江北,洪塘,宁波,fang.com
姚江湾,住宅,江北,洪塘,宁波,fang.com
姚江湾天源,住宅,江北,洪塘,宁波,fang.com
丰汇城,住宅,江北,洪塘,宁波,fang.com
凯迪·融创|云潮中心,住宅,江北,洪塘,宁波,fang.com
宁江府(南区),住宅,江北,洪塘,宁波,fang.com
汇品璟苑,住宅,江北,洪塘,宁波,fang.com
颐和名苑,住宅,江北,洪塘,宁波,fang.com
姚江花园,住宅,江北,洪塘,宁波,fang.com
洪都花园,住宅,江北,洪塘,宁波,fang.com
鸿盛家园,住宅,江北,洪塘,宁波,fang.com
景瑞天赋姚江,住宅,江北,洪塘,宁波,fang.com
世茂滨江府,住宅,江北,洪塘,宁波,fang.com
逸嘉新园,住宅,江北,洪塘,宁波,fang.com
孙家丽园,住宅,江北,洪塘,宁波,fang.com
春晖佳苑,住宅,江北,洪塘,宁波,fang.com
汇嘉新园,住宅,江北,洪塘,宁波,fang.com
宝龙世家,住宅,江北,洪塘,宁波,fang.com
灵峰花园,住宅,江北,洪塘,宁波,fang.com
盛世嘉苑,住宅,江北,洪塘,宁波,fang.com
欣欣家园,住宅,江北,洪塘,宁波,fang.com
北城春色,住宅,江北,洪塘,宁波,fang.com
宁静家园,住宅,江北,洪塘,宁波,fang.com
三和嘉园,住宅,江北,洪塘,宁波,fang.com
立方寓,住宅,江北,洪塘,宁波,fang.com
宁沁家园,住宅,江北,洪塘,宁波,fang.com
宁馨园,住宅,江北,洪塘,宁波,fang.com
盛世又一村,住宅,江北,洪塘,宁波,fang.com
万科云著花苑,住宅,江北,洪塘,宁波,fang.com
君御星座,住宅,江北,洪塘,宁波,fang.com
明州广场,住宅,江北,洪塘,宁波,fang.com
洋墅名苑,住宅,江北,洪塘,宁波,fang.com
银亿海德花苑,住宅,江北,洪塘,宁波,fang.com
颐和名郡,住宅,江北,洪塘,宁波,fang.com
乐筑良品,住宅,江北,洪塘,宁波,fang.com
中策世纪博园,住宅,江北,洪塘,宁波,fang.com
翡丽公馆,住宅,江北,洪塘,宁波,fang.com
费市家苑,住宅,江北,洪塘,宁波,fang.com
路劲新天地,住宅,江北,白沙,宁波,fang.com
绿城·春月金沙,住宅,江北,白沙,宁波,fang.com
高新科技广场,住宅,江北,白沙,宁波,fang.com
雨辰文星,住宅,江北,白沙,宁波,fang.com
大庆新村,住宅,江北,白沙,宁波,fang.com
浮石小区,住宅,江北,白沙,宁波,fang.com
百隆东外滩花园,住宅,江北,老外滩,宁波,fang.com
外滩花园,住宅,江北,老外滩,宁波,fang.com
外滩风景,住宅,江北,老外滩,宁波,fang.com
海顿公馆,住宅,江北,老外滩,宁波,fang.com
老外滩五号公馆,住宅,江北,老外滩,宁波,fang.com
双东路35弄小区,住宅,江北,青林湾,宁波,fang.com
西河小区,住宅,海曙,中山广场,宁波,fang.com
天一家园,住宅,海曙,中山西路,宁波,fang.com
奥园奥创中心,住宅,海曙,中山西路,宁波,fang.com
澄波华庭,住宅,海曙,中山西路,宁波,fang.com
天景佳苑,住宅,海曙,中山西路,宁波,fang.com
海语天下,住宅,海曙,南苑街,宁波,fang.com
绿城交投·晓风印月,住宅,海曙,南苑街,宁波,fang.com
海曙金茂府,住宅,海曙,南苑街,宁波,fang.com
龙湖中天·天玥,住宅,海曙,南苑街,宁波,fang.com
南都花城,住宅,海曙,南苑街,宁波,fang.com
潮悦南塘,住宅,海曙,南苑街,宁波,fang.com
北宸府,住宅,海曙,南苑街,宁波,fang.com
南塘金茂府,住宅,海曙,南苑街,宁波,fang.com
南苑小区,住宅,海曙,南苑街,宁波,fang.com
启文花园,住宅,海曙,南苑街,宁波,fang.com
滨建潮映府,住宅,海曙,南苑街,宁波,fang.com
尹江岸二村,住宅,海曙,南苑街,宁波,fang.com
悦江湾,住宅,海曙,南苑街,宁波,fang.com
南塘花园,住宅,海曙,南苑街,宁波,fang.com
海光新都,住宅,海曙,南苑街,宁波,fang.com
南都绿洲,住宅,海曙,南苑街,宁波,fang.com
海怡花园,住宅,海曙,南苑街,宁波,fang.com
宁兴小区,住宅,海曙,南苑街,宁波,fang.com
新海蓝钻,住宅,海曙,南苑街,宁波,fang.com
花苑新村,住宅,海曙,南苑街,宁波,fang.com
江湾城一期,住宅,海曙,南苑街,宁波,fang.com
荣安佳境,住宅,海曙,南门,宁波,fang.com
荣安世家,住宅,海曙,南门,宁波,fang.com
柳馨花园,住宅,海曙,南门,宁波,fang.com
尹江岸新村,住宅,海曙,南门,宁波,fang.com
都市风华,住宅,海曙,南门,宁波,fang.com
华堂嘉园,住宅,海曙,古林镇,宁波,fang.com
新街社区,住宅,海曙,天一广场,宁波,fang.com
天封社区,住宅,海曙,天一广场,宁波,fang.com
双梁小区,住宅,海曙,天一广场,宁波,fang.com
柳逸花苑,住宅,海曙,天一广场,宁波,fang.com
莲桥第,住宅,海曙,天一广场,宁波,fang.com
天一豪景,住宅,海曙,天一广场,宁波,fang.com
雅戈尔西湖花园,住宅,海曙,客运中心,宁波,fang.com
泗洲家园,住宅,海曙,客运中心,宁波,fang.com
梅园小区,住宅,海曙,月湖公园,宁波,fang.com
县学社区111弄,住宅,海曙,月湖公园,宁波,fang.com
迎凤小区,住宅,海曙,月湖公园,宁波,fang.com
太阳公寓,住宅,海曙,月湖公园,宁波,fang.com
维科月湖花园,住宅,海曙,月湖公园,宁波,fang.com
镇明小区,住宅,海曙,月湖公园,宁波,fang.com
菱池小区,住宅,海曙,月湖公园,宁波,fang.com
五江湾,住宅,海曙,望春路,宁波,fang.com
绿地观堂,住宅,海曙,望春路,宁波,fang.com
宝龙雅戈尔江汇城,住宅,海曙,望春路,宁波,fang.com
望童北苑,住宅,海曙,望春路,宁波,fang.com
大发中山隽府,住宅,海曙,望春路,宁波,fang.com
春馨雅居,住宅,海曙,望春路,宁波,fang.com
荣安·新月河滨,住宅,海曙,望春路,宁波,fang.com
关爱小区,住宅,海曙,望春路,宁波,fang.com
阳光嘉园,住宅,海曙,望春路,宁波,fang.com
吉时达罗曼风情,住宅,海曙,望春路,宁波,fang.com
中国铁建·宁波·未来视界,住宅,海曙,望春路,宁波,fang.com
宝龙雅戈尔江汇城(27-39幢),住宅,海曙,望春路,宁波,fang.com
西堤阳光,住宅,海曙,望春路,宁波,fang.com
汇景新苑,住宅,海曙,望春路,宁波,fang.com
广泽嘉园,住宅,海曙,望春路,宁波,fang.com
学苑名府,住宅,海曙,望春路,宁波,fang.com
兴乐佳苑,住宅,海曙,望春路,宁波,fang.com
阳光天地,住宅,海曙,望春路,宁波,fang.com
万科·海潮映月,住宅,海曙,段塘,宁波,fang.com
建发·春江悦,住宅,海曙,段塘,宁波,fang.com
江上印,住宅,海曙,段塘,宁波,fang.com
公园道,住宅,海曙,段塘,宁波,fang.com
万科·朗拾,住宅,海曙,段塘,宁波,fang.com
锦棠佳苑,住宅,海曙,段塘,宁波,fang.com
半江云庭,住宅,海曙,段塘,宁波,fang.com
藕池新村,住宅,海曙,段塘,宁波,fang.com
丽棠景苑,住宅,海曙,段塘,宁波,fang.com
藕池天地小区,住宅,海曙,段塘,宁波,fang.com
玉棠雅苑,住宅,海曙,段塘,宁波,fang.com
顺德华庭,住宅,海曙,段塘,宁波,fang.com
璀璨长乐,住宅,海曙,白云,宁波,fang.com
保利·明州瑧悦府,住宅,海曙,白云,宁波,fang.com
丽园馨都,住宅,海曙,白云,宁波,fang.com
中海·江湾樾,住宅,海曙,白云,宁波,fang.com
欢乐精品园,住宅,海曙,白云,宁波,fang.com
金都嘉园,住宅,海曙,白云,宁波,fang.com
文苑风荷,住宅,海曙,白云,宁波,fang.com
欢乐家园,住宅,海曙,白云,宁波,fang.com
金地小区,住宅,海曙,白云,宁波,fang.com
柳汀春晓,住宅,海曙,白云,宁波,fang.com
中信白云,住宅,海曙,白云,宁波,fang.com
白云二村,住宅,海曙,白云,宁波,fang.com
雅戈尔壹号,住宅,海曙,石碶,宁波,fang.com
雅上云境,住宅,海曙,石碶,宁波,fang.com
锦仓府,住宅,海曙,石碶,宁波,fang.com
雍景苑,住宅,海曙,石碶,宁波,fang.com
东方城香梅家园,住宅,海曙,石碶,宁波,fang.com
东方苑,住宅,海曙,石碶,宁波,fang.com
雅渡新村,住宅,海曙,石碶,宁波,fang.com
庄湾沁园,住宅,海曙,石碶,宁波,fang.com
东方阁,住宅,海曙,石碶,宁波,fang.com
北路一村,住宅,海曙,石碶,宁波,fang.com
北路二村,住宅,海曙,石碶,宁波,fang.com
栎和佳苑,住宅,海曙,石碶,宁波,fang.com
银亿都会国际,住宅,海曙,石碶,宁波,fang.com
永和居易,住宅,海曙,翠柏路,宁波,fang.com
钱东社区,住宅,海曙,翠柏路,宁波,fang.com
河滨景苑,住宅,海曙,翠柏路,宁波,fang.com
翠柏二里,住宅,海曙,翠柏路,宁波,fang.com
钱南小区,住宅,海曙,翠柏路,宁波,fang.com
翠柏一里,住宅,海曙,翠柏路,宁波,fang.com
薛家新家园,住宅,海曙,联丰路,宁波,fang.com
中梁壹号院,住宅,海曙,联丰路,宁波,fang.com
保利天悦,住宅,海曙,联丰路,宁波,fang.com
金悦府,住宅,海曙,联丰路,宁波,fang.com
维科馨院,住宅,海曙,联丰路,宁波,fang.com
丽雅苑,住宅,海曙,联丰路,宁波,fang.com
博馨苑,住宅,海曙,联丰路,宁波,fang.com
晴园,住宅,海曙,联丰路,宁波,fang.com
盛世华城,住宅,海曙,联丰路,宁波,fang.com
保利·和颂望悦,住宅,海曙,联丰路,宁波,fang.com
西城十二庭院,住宅,海曙,联丰路,宁波,fang.com
丽象佳苑,住宅,海曙,联丰路,宁波,fang.com
联南花园,住宅,海曙,联丰路,宁波,fang.com
联丰世纪苑,住宅,海曙,联丰路,宁波,fang.com
联丰北区,住宅,海曙,联丰路,宁波,fang.com
海悦府,住宅,海曙,联丰路,宁波,fang.com
保利天悦二期,住宅,海曙,联丰路,宁波,fang.com
保利天悦三期,住宅,海曙,联丰路,宁波,fang.com
维科水岸枫情,住宅,海曙,联丰路,宁波,fang.com
丰馨苑,住宅,海曙,联丰路,宁波,fang.com
幸福家园,住宅,海曙,联丰路,宁波,fang.com
姚丰铭府,住宅,海曙,联丰路,宁波,fang.com
万科华堂嘉园,住宅,海曙,联丰路,宁波,fang.com
瑞园,住宅,海曙,联丰路,宁波,fang.com
望春佳苑,住宅,海曙,联丰路,宁波,fang.com
红星丰璟苑,住宅,海曙,联丰路,宁波,fang.com
联丰玫瑰苑,住宅,海曙,联丰路,宁波,fang.com
恒威君澜上府,住宅,海曙,联丰路,宁波,fang.com
联丰二耀庭,住宅,海曙,联丰路,宁波,fang.com
汪弄小区,住宅,海曙,西门,宁波,fang.com
胜丰小区,住宅,海曙,西门,宁波,fang.com
后河小区,住宅,海曙,西门,宁波,fang.com
金亿文园,住宅,海曙,西门,宁波,fang.com
广安里二期,住宅,海曙,西门,宁波,fang.com
龙成翠柏花园,住宅,海曙,西门,宁波,fang.com
中山雅园,住宅,海曙,西门,宁波,fang.com
中海·新芝源境|境上,住宅,海曙,西门,宁波,fang.com
金陆田园,住宅,海曙,鄞江镇,宁波,fang.com
格兰春晨1期,住宅,海曙,集士港,宁波,fang.com
领秀熙城,住宅,海曙,集士港,宁波,fang.com
集士港水木清华,住宅,海曙,集士港,宁波,fang.com
荣安桃花源,住宅,海曙,集士港,宁波,fang.com
迪赛缘园,住宅,海曙,集士港,宁波,fang.com
碧桂园碧玥府,住宅,海曙,集士港,宁波,fang.com
杨家馨苑,住宅,海曙,集士港,宁波,fang.com
紫御铭园,住宅,海曙,集士港,宁波,fang.com
格兰春晨三期,住宅,海曙,集士港,宁波,fang.com
横辉景苑,住宅,海曙,集士港,宁波,fang.com
井亭家园,住宅,海曙,集士港,宁波,fang.com
碧桂园幸福里,住宅,海曙,集士港,宁波,fang.com
董博苑,住宅,海曙,集士港,宁波,fang.com
卖面桥小区,住宅,海曙,集士港,宁波,fang.com
水木年华,住宅,海曙,集士港,宁波,fang.com
保利·明玥春汀,住宅,海曙,集士港,宁波,fang.com
荣安西溪里,住宅,海曙,集士港,宁波,fang.com
青林湾东区,住宅,海曙,青林湾,宁波,fang.com
维科上院,住宅,海曙,青林湾,宁波,fang.com
青林湾八期,住宅,海曙,青林湾,宁波,fang.com
清林闲庭,住宅,海曙,青林湾,宁波,fang.com
迪赛青苹果,住宅,海曙,青林湾,宁波,fang.com
21码头,住宅,海曙,青林湾,宁波,fang.com
青林湾五期,住宅,海曙,青林湾,宁波,fang.com
永红家园,住宅,海曙,青林湾,宁波,fang.com
青林湾四期,住宅,海曙,青林湾,宁波,fang.com
青林湾六期,住宅,海曙,青林湾,宁波,fang.com
维科水岸心境,住宅,海曙,青林湾,宁波,fang.com
邻里花园,住宅,海曙,青林湾,宁波,fang.com
青林湾二期,住宅,海曙,青林湾,宁波,fang.com
恒威海上花院,住宅,海曙,青林湾,宁波,fang.com
青林湾七期,住宅,海曙,青林湾,宁波,fang.com
郎官小区,住宅,海曙,马园,宁波,fang.com
星悦中心,住宅,海曙,马园,宁波,fang.com
柳锦花园,住宅,海曙,马园,宁波,fang.com
文化家园,住宅,海曙,马园,宁波,fang.com
万安小区,住宅,海曙,马园,宁波,fang.com
中海·新芝源境,住宅,海曙,高塘,宁波,fang.com
宁望府,住宅,海曙,高塘,宁波,fang.com
高塘花园,住宅,海曙,高塘,宁波,fang.com
江南水岸,住宅,海曙,高桥,宁波,fang.com
恒威国际城,住宅,海曙,高桥,宁波,fang.com
郡西花苑(格兰星辰),住宅,海曙,高桥,宁波,fang.com
梁祝天逸湾,住宅,海曙,高桥,宁波,fang.com
芦园南区,住宅,海曙,高桥,宁波,fang.com
芦园北区,住宅,海曙,高桥,宁波,fang.com
银亿朗境,住宅,海曙,高桥,宁波,fang.com
万科·月映澜堂,住宅,海曙,高桥,宁波,fang.com
上施家园,住宅,海曙,高桥,宁波,fang.com
梁祝小区,住宅,海曙,高桥,宁波,fang.com
蒲家兰庭,住宅,海曙,高桥,宁波,fang.com
联升佳苑,住宅,海曙,高桥,宁波,fang.com
青年才郡,住宅,海曙,高桥,宁波,fang.com
孝闻街73弄小区,住宅,海曙,鼓楼,宁波,fang.com
保集象山府,住宅,象山,丹城塔山路后山地,宁波,fang.com
世茂云潮府,住宅,象山,城东,宁波,fang.com
半岛琴声,住宅,象山,城东,宁波,fang.com
东城佳苑,住宅,象山,城东,宁波,fang.com
宏地首府,住宅,象山,城东,宁波,fang.com
和景府,住宅,象山,城东,宁波,fang.com
金地风华大境,住宅,象山,城东,宁波,fang.com
巨和苑,住宅,象山,城东,宁波,fang.com
绿城·桂语江南,住宅,象山,城东,宁波,fang.com
丽景小区,住宅,象山,城东,宁波,fang.com
宁波天安东苑小区,住宅,象山,城东,宁波,fang.com
青山佳苑,住宅,象山,城东,宁波,fang.com
上城公馆,住宅,象山,城东,宁波,fang.com
象山县欢乐家园,住宅,象山,城北,宁波,fang.com
碧桂园港城印象,住宅,象山,城北,宁波,fang.com
宝龙东望,住宅,象山,城北,宁波,fang.com
百花路,住宅,象山,城北,宁波,fang.com
百花苑,住宅,象山,城北,宁波,fang.com
步东路,住宅,象山,城北,宁波,fang.com
步峰路,住宅,象山,城北,宁波,fang.com
保集蓝郡,住宅,象山,城北,宁波,fang.com
白沙湾玫瑰园,住宅,象山,城北,宁波,fang.com
邦泰城御园,住宅,象山,城北,宁波,fang.com
半岛公寓,住宅,象山,城北,宁波,fang.com
宾阳商住楼,住宅,象山,城北,宁波,fang.com
半河公寓,住宅,象山,城北,宁波,fang.com
步南路2-1号楼,住宅,象山,城北,宁波,fang.com
步新路10-16号小区,住宅,象山,城北,宁波,fang.com
宾阳路24-43号小区,住宅,象山,城北,宁波,fang.com
宾阳路47号楼,住宅,象山,城北,宁波,fang.com
城南御府,住宅,象山,城北,宁波,fang.com
城东公寓,住宅,象山,城北,宁波,fang.com
城东苑,住宅,象山,城北,宁波,fang.com
春晖小区,住宅,象山,城北,宁波,fang.com
城西小区,住宅,象山,城北,宁波,fang.com
东湖苑,住宅,象山,城北,宁波,fang.com
丹峰东路53弄24号,住宅,象山,城北,宁波,fang.com
丹峰西路,住宅,象山,城北,宁波,fang.com
东方苑(象山),住宅,象山,城北,宁波,fang.com
象山县丹桂苑,住宅,象山,城北,宁波,fang.com
丹峰小区,住宅,象山,城北,宁波,fang.com
丹东小区,住宅,象山,城北,宁波,fang.com
大红鹰家园,住宅,象山,城北,宁波,fang.com
东河花园,住宅,象山,城北,宁波,fang.com
东风苑,住宅,象山,城北,宁波,fang.com
丹静苑小区,住宅,象山,城北,宁波,fang.com
丹西安置小区,住宅,象山,城北,宁波,fang.com
东方大厦,住宅,象山,城北,宁波,fang.com
大石门社区,住宅,象山,城北,宁波,fang.com
大井路23弄15-3号楼,住宅,象山,城北,宁波,fang.com
东风路10号楼,住宅,象山,城北,宁波,fang.com
东谷路137号小区,住宅,象山,城北,宁波,fang.com
丹桂苑(象山),住宅,象山,城北,宁波,fang.com
丹峰东路547-567号小区,住宅,象山,城北,宁波,fang.com
丹姚苑,住宅,象山,城北,宁波,fang.com
府邸庄园,住宅,象山,城北,宁波,fang.com
翡翠苑,住宅,象山,城北,宁波,fang.com
丰茂苑,住宅,象山,城北,宁波,fang.com
方东小区,住宅,象山,城北,宁波,fang.com
丰登路30号住宅楼,住宅,象山,城北,宁波,fang.com
丰盛苑,住宅,象山,城北,宁波,fang.com
方秧路75号小区,住宅,象山,城北,宁波,fang.com
港丰小区,住宅,象山,城北,宁波,fang.com
宏润花园,住宅,象山,城北,宁波,fang.com
鸿峰苑,住宅,象山,城北,宁波,fang.com
恒大海上半岛,住宅,象山,城北,宁波,fang.com
华丰桃花源,住宅,象山,城北,宁波,fang.com
华丰丰泽园,住宅,象山,城北,宁波,fang.com
汇丰苑,住宅,象山,城北,宁波,fang.com
汇兴路18号楼,住宅,象山,城北,宁波,fang.com
汇兴路1-9号楼,住宅,象山,城北,宁波,fang.com
汇兴路29-2号楼,住宅,象山,城北,宁波,fang.com
汇振路30弄小区,住宅,象山,城北,宁波,fang.com
海棠苑(象山),住宅,象山,城北,宁波,fang.com
靖南大街,住宅,象山,城北,宁波,fang.com
锦怡花苑,住宅,象山,城北,宁波,fang.com
巨鹰·牡丹苑,住宅,象山,城北,宁波,fang.com
金都花苑,住宅,象山,城北,宁波,fang.com
久久华庭,住宅,象山,城北,宁波,fang.com
金秋小区,住宅,象山,城北,宁波,fang.com
金山佳苑,住宅,象山,城北,宁波,fang.com
建设路213号,住宅,象山,城北,宁波,fang.com
建设路180号小区,住宅,象山,城北,宁波,fang.com
建设路309-4号楼,住宅,象山,城北,宁波,fang.com
建设路5号小区,住宅,象山,城北,宁波,fang.com
金鹰路22弄小区,住宅,象山,城北,宁波,fang.com
建设路257号小区,住宅,象山,城北,宁波,fang.com
靖南大街586号大区,住宅,象山,城北,宁波,fang.com
璟麟府南区,住宅,象山,城北,宁波,fang.com
璟麟府北区,住宅,象山,城北,宁波,fang.com
靖南大街490号楼,住宅,象山,城北,宁波,fang.com
来薰路,住宅,象山,城北,宁波,fang.com
林溪别院,住宅,象山,城北,宁波,fang.com
龙泽名府,住宅,象山,城北,宁波,fang.com
龙溪公寓,住宅,象山,城北,宁波,fang.com
龙泽名园,住宅,象山,城北,宁波,fang.com
来熏路小区,住宅,象山,城北,宁波,fang.com
绿野路12号楼,住宅,象山,城北,宁波,fang.com
明月楼(塔山路店),住宅,象山,城北,宁波,fang.com
梅苑中央花园,住宅,象山,城北,宁波,fang.com
梅苑中央花城,住宅,象山,城北,宁波,fang.com
美丽街区,住宅,象山,城北,宁波,fang.com
南航弄1号,住宅,象山,城北,宁波,fang.com
象山县蓬莱小区,住宅,象山,城北,宁波,fang.com
蓬莱小区(象山),住宅,象山,城北,宁波,fang.com
起春路,住宅,象山,城北,宁波,fang.com
栖苑小区,住宅,象山,城北,宁波,fang.com
墙头小区,住宅,象山,城北,宁波,fang.com
海伦堡象东府,住宅,象山,城南,宁波,fang.com
浩创丹樾府,住宅,象山,城南,宁波,fang.com
绿城兰园,住宅,象山,城南,宁波,fang.com
南方新都,住宅,象山,城南,宁波,fang.com
水木华庭,住宅,象山,城南,宁波,fang.com
